Province_State,Country_Region,Date,Type,Count
Howard IN,US,02/02/2020,RecoveredCases,0
St. Joseph IN,US,02/02/2020,RecoveredCases,0
Knox NE,US,02/02/2020,RecoveredCases,0
Stark OH,US,02/02/2020,RecoveredCases,0
Anoka MN,US,02/02/2020,RecoveredCases,0
Olmsted MN,US,02/02/2020,RecoveredCases,0
Summit UT,US,02/02/2020,RecoveredCases,0
Fairfield CT,US,02/02/2020,RecoveredCases,0
Litchfield CT,US,02/02/2020,RecoveredCases,0
Orleans LA,US,02/02/2020,RecoveredCases,0
Pennington SD,US,02/02/2020,RecoveredCases,0
Beadle SD,US,02/02/2020,RecoveredCases,0
Charles Mix SD,US,02/02/2020,RecoveredCases,0
Davison SD,US,02/02/2020,RecoveredCases,0
Minnehaha SD,US,02/02/2020,RecoveredCases,0
Bon Homme SD,US,02/02/2020,RecoveredCases,0
Socorro NM,US,02/02/2020,RecoveredCases,0
Bernalillo NM,US,02/02/2020,RecoveredCases,0
Oakland MI,US,02/02/2020,RecoveredCases,0
Wayne MI,US,02/02/2020,RecoveredCases,0
New Castle DE,US,02/02/2020,RecoveredCases,0
Cuba,Cuba,02/02/2020,RecoveredCases,0
Guyana,Guyana,02/02/2020,RecoveredCases,0
Australian Capital Territory,Australia,02/02/2020,RecoveredCases,0
United Kingdom,United Kingdom,02/02/2020,RecoveredCases,0
Kazakhstan,Kazakhstan,02/02/2020,RecoveredCases,0
French Polynesia,France,02/02/2020,RecoveredCases,0
Manitoba,Canada,02/02/2020,RecoveredCases,0
Saskatchewan,Canada,02/02/2020,RecoveredCases,0
Ethiopia,Ethiopia,02/02/2020,RecoveredCases,0
Sudan,Sudan,02/02/2020,RecoveredCases,0
Guinea,Guinea,02/02/2020,RecoveredCases,0
Grand Princess,Canada,02/02/2020,RecoveredCases,0
Kenya,Kenya,02/02/2020,RecoveredCases,0
Antigua and Barbuda,Antigua and Barbuda,02/02/2020,RecoveredCases,0
Alabama,US,02/02/2020,RecoveredCases,0
Uruguay,Uruguay,02/02/2020,RecoveredCases,0
Ghana,Ghana,02/02/2020,RecoveredCases,0
Puerto Rico,US,02/02/2020,RecoveredCases,0
Namibia,Namibia,02/02/2020,RecoveredCases,0
Seychelles,Seychelles,02/02/2020,RecoveredCases,0
Trinidad and Tobago,Trinidad and Tobago,02/02/2020,RecoveredCases,0
Venezuela,Venezuela,02/02/2020,RecoveredCases,0
Eswatini,Eswatini,02/02/2020,RecoveredCases,0
Gabon,Gabon,02/02/2020,RecoveredCases,0
Guatemala,Guatemala,02/02/2020,RecoveredCases,0
Mauritania,Mauritania,02/02/2020,RecoveredCases,0
Rwanda,Rwanda,02/02/2020,RecoveredCases,0
Saint Lucia,Saint Lucia,02/02/2020,RecoveredCases,0
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,02/02/2020,RecoveredCases,0
Suriname,Suriname,02/02/2020,RecoveredCases,0
French Guiana,France,02/02/2020,RecoveredCases,0
Guam,US,02/02/2020,RecoveredCases,0
Kosovo,Kosovo,02/02/2020,RecoveredCases,0
Newfoundland and Labrador,Canada,02/02/2020,RecoveredCases,0
Prince Edward Island,Canada,02/02/2020,RecoveredCases,0
Central African Republic,Central African Republic,02/02/2020,RecoveredCases,0
Congo (Brazzaville),Congo (Brazzaville),02/02/2020,RecoveredCases,0
Equatorial Guinea,Equatorial Guinea,02/02/2020,RecoveredCases,0
Mayotte,France,02/02/2020,RecoveredCases,0
Uzbekistan,Uzbekistan,02/02/2020,RecoveredCases,0
Netherlands,Netherlands,02/02/2020,RecoveredCases,0
Nova Scotia,Canada,02/02/2020,RecoveredCases,0
Guadeloupe,France,02/02/2020,RecoveredCases,0
Benin,Benin,02/02/2020,RecoveredCases,0
Liberia,Liberia,02/02/2020,RecoveredCases,0
Curacao,Netherlands,02/02/2020,RecoveredCases,0
Somalia,Somalia,02/02/2020,RecoveredCases,0
Tanzania,Tanzania,02/02/2020,RecoveredCases,0
Virgin Islands,US,02/02/2020,RecoveredCases,0
Cayman Islands,United Kingdom,02/02/2020,RecoveredCases,0
Reunion,France,02/02/2020,RecoveredCases,0
Barbados,Barbados,02/02/2020,RecoveredCases,0
Montenegro,Montenegro,02/02/2020,RecoveredCases,0
Kyrgyzstan,Kyrgyzstan,02/02/2020,RecoveredCases,0
Mauritius,Mauritius,02/02/2020,RecoveredCases,0
Aruba,Netherlands,02/02/2020,RecoveredCases,0
Zambia,Zambia,02/02/2020,RecoveredCases,0
Djibouti,Djibouti,02/02/2020,RecoveredCases,0
Gambia The,Gambia The,02/02/2020,RecoveredCases,0
Montserrat,United Kingdom,02/02/2020,RecoveredCases,0
Bahamas The,Bahamas The,02/02/2020,RecoveredCases,0
Greenland,Denmark,02/02/2020,RecoveredCases,0
New Caledonia,France,02/02/2020,RecoveredCases,0
Bermuda,United Kingdom,02/02/2020,RecoveredCases,0
Chad,Chad,02/02/2020,RecoveredCases,0
El Salvador,El Salvador,02/02/2020,RecoveredCases,0
Fiji,Fiji,02/02/2020,RecoveredCases,0
Nicaragua,Nicaragua,02/02/2020,RecoveredCases,0
Madagascar,Madagascar,02/02/2020,RecoveredCases,0
Haiti,Haiti,02/02/2020,RecoveredCases,0
Angola,Angola,02/02/2020,RecoveredCases,0
Cabo Verde,Cabo Verde,02/02/2020,RecoveredCases,0
Sint Maarten,Netherlands,02/02/2020,RecoveredCases,0
Niger,Niger,02/02/2020,RecoveredCases,0
Papua New Guinea,Papua New Guinea,02/02/2020,RecoveredCases,0
Isle of Man,United Kingdom,02/02/2020,RecoveredCases,0
Zimbabwe,Zimbabwe,02/02/2020,RecoveredCases,0
Northwest Territories,Canada,02/02/2020,RecoveredCases,0
Cape Verde,Cape Verde,02/02/2020,RecoveredCases,0
East Timor,East Timor,02/02/2020,RecoveredCases,0
Eritrea,Eritrea,02/02/2020,RecoveredCases,0
Uganda,Uganda,02/02/2020,RecoveredCases,0
Thailand,Thailand,02/03/2020,RecoveredCases,5
Japan,Japan,02/03/2020,RecoveredCases,1
Singapore,Singapore,02/03/2020,RecoveredCases,0
Nepal,Nepal,02/03/2020,RecoveredCases,0
Malaysia,Malaysia,02/03/2020,RecoveredCases,0
British Columbia,Canada,02/03/2020,RecoveredCases,0
New South Wales,Australia,02/03/2020,RecoveredCases,2
Victoria,Australia,02/03/2020,RecoveredCases,0
Queensland,Australia,02/03/2020,RecoveredCases,0
Cambodia,Cambodia,02/03/2020,RecoveredCases,0
Sri Lanka,Sri Lanka,02/03/2020,RecoveredCases,0
Germany,Germany,02/03/2020,RecoveredCases,0
Finland,Finland,02/03/2020,RecoveredCases,0
United Arab Emirates,United Arab Emirates,02/03/2020,RecoveredCases,0
Philippines,Philippines,02/03/2020,RecoveredCases,0
India,India,02/03/2020,RecoveredCases,0
Italy,Italy,02/03/2020,RecoveredCases,0
Sweden,Sweden,02/03/2020,RecoveredCases,0
Spain,Spain,02/03/2020,RecoveredCases,0
South Australia,Australia,02/03/2020,RecoveredCases,0
Belgium,Belgium,02/03/2020,RecoveredCases,0
Egypt,Egypt,02/03/2020,RecoveredCases,0
From Diamond Princess,Australia,02/03/2020,RecoveredCases,0
Lebanon,Lebanon,02/03/2020,RecoveredCases,0
Iraq,Iraq,02/03/2020,RecoveredCases,0
Oman,Oman,02/03/2020,RecoveredCases,0
Afghanistan,Afghanistan,02/03/2020,RecoveredCases,0
Bahrain,Bahrain,02/03/2020,RecoveredCases,0
Kuwait,Kuwait,02/03/2020,RecoveredCases,0
Algeria,Algeria,02/03/2020,RecoveredCases,0
Croatia,Croatia,02/03/2020,RecoveredCases,0
Switzerland,Switzerland,02/03/2020,RecoveredCases,0
Austria,Austria,02/03/2020,RecoveredCases,0
Israel,Israel,02/03/2020,RecoveredCases,0
Pakistan,Pakistan,02/03/2020,RecoveredCases,0
Brazil,Brazil,02/03/2020,RecoveredCases,0
Georgia,Georgia,02/03/2020,RecoveredCases,0
Greece,Greece,02/03/2020,RecoveredCases,0
North Macedonia,North Macedonia,02/03/2020,RecoveredCases,0
Norway,Norway,02/03/2020,RecoveredCases,0
Romania,Romania,02/03/2020,RecoveredCases,0
Estonia,Estonia,02/03/2020,RecoveredCases,0
San Marino,San Marino,02/03/2020,RecoveredCases,0
Belarus,Belarus,02/03/2020,RecoveredCases,0
Iceland,Iceland,02/03/2020,RecoveredCases,0
Lithuania,Lithuania,02/03/2020,RecoveredCases,0
Mexico,Mexico,02/03/2020,RecoveredCases,0
New Zealand,New Zealand,02/03/2020,RecoveredCases,0
Nigeria,Nigeria,02/03/2020,RecoveredCases,0
Western Australia,Australia,02/03/2020,RecoveredCases,0
Ireland,Ireland,02/03/2020,RecoveredCases,0
Luxembourg,Luxembourg,02/03/2020,RecoveredCases,0
Monaco,Monaco,02/03/2020,RecoveredCases,0
Qatar,Qatar,02/03/2020,RecoveredCases,0
Ecuador,Ecuador,02/03/2020,RecoveredCases,0
Azerbaijan,Azerbaijan,02/03/2020,RecoveredCases,0
Armenia,Armenia,02/03/2020,RecoveredCases,0
Dominican Republic,Dominican Republic,02/03/2020,RecoveredCases,0
Indonesia,Indonesia,02/03/2020,RecoveredCases,0
Portugal,Portugal,02/03/2020,RecoveredCases,0
Andorra,Andorra,02/03/2020,RecoveredCases,0
Tasmania,Australia,02/03/2020,RecoveredCases,0
Latvia,Latvia,02/03/2020,RecoveredCases,0
Morocco,Morocco,02/03/2020,RecoveredCases,0
Saudi Arabia,Saudi Arabia,02/03/2020,RecoveredCases,0
Senegal,Senegal,02/03/2020,RecoveredCases,0
Argentina,Argentina,02/03/2020,RecoveredCases,0
Chile,Chile,02/03/2020,RecoveredCases,0
Jordan,Jordan,02/03/2020,RecoveredCases,0
Ukraine,Ukraine,02/03/2020,RecoveredCases,0
Hungary,Hungary,02/03/2020,RecoveredCases,0
Northern Territory,Australia,02/03/2020,RecoveredCases,0
Liechtenstein,Liechtenstein,02/03/2020,RecoveredCases,0
Poland,Poland,02/03/2020,RecoveredCases,0
Tunisia,Tunisia,02/03/2020,RecoveredCases,0
Bosnia and Herzegovina,Bosnia and Herzegovina,02/03/2020,RecoveredCases,0
Slovenia,Slovenia,02/03/2020,RecoveredCases,0
South Africa,South Africa,02/03/2020,RecoveredCases,0
Bhutan,Bhutan,02/03/2020,RecoveredCases,0
Cameroon,Cameroon,02/03/2020,RecoveredCases,0
Colombia,Colombia,02/03/2020,RecoveredCases,0
Costa Rica,Costa Rica,02/03/2020,RecoveredCases,0
Peru,Peru,02/03/2020,RecoveredCases,0
Serbia,Serbia,02/03/2020,RecoveredCases,0
Slovakia,Slovakia,02/03/2020,RecoveredCases,0
Togo,Togo,02/03/2020,RecoveredCases,0
Malta,Malta,02/03/2020,RecoveredCases,0
Martinique,Martinique,02/03/2020,RecoveredCases,0
Bulgaria,Bulgaria,02/03/2020,RecoveredCases,0
Maldives,Maldives,02/03/2020,RecoveredCases,0
Bangladesh,Bangladesh,02/03/2020,RecoveredCases,0
Paraguay,Paraguay,02/03/2020,RecoveredCases,0
Ontario,Canada,02/03/2020,RecoveredCases,0
Alberta,Canada,02/03/2020,RecoveredCases,0
Quebec,Canada,02/03/2020,RecoveredCases,0
Albania,Albania,02/03/2020,RecoveredCases,0
Cyprus,Cyprus,02/03/2020,RecoveredCases,0
Brunei,Brunei,02/03/2020,RecoveredCases,0
Washington,US,02/03/2020,RecoveredCases,0
New York,US,02/03/2020,RecoveredCases,0
California,US,02/03/2020,RecoveredCases,0
Massachusetts,US,02/03/2020,RecoveredCases,0
Diamond Princess,US,02/03/2020,RecoveredCases,0
Grand Princess,US,02/03/2020,RecoveredCases,0
Georgia,US,02/03/2020,RecoveredCases,0
Colorado,US,02/03/2020,RecoveredCases,0
Florida,US,02/03/2020,RecoveredCases,0
New Jersey,US,02/03/2020,RecoveredCases,0
Oregon,US,02/03/2020,RecoveredCases,0
Texas,US,02/03/2020,RecoveredCases,0
Illinois,US,02/03/2020,RecoveredCases,0
Pennsylvania,US,02/03/2020,RecoveredCases,0
Iowa,US,02/03/2020,RecoveredCases,0
Maryland,US,02/03/2020,RecoveredCases,0
North Carolina,US,02/03/2020,RecoveredCases,0
South Carolina,US,02/03/2020,RecoveredCases,0
Tennessee,US,02/03/2020,RecoveredCases,0
Virginia,US,02/03/2020,RecoveredCases,0
Arizona,US,02/03/2020,RecoveredCases,0
Indiana,US,02/03/2020,RecoveredCases,0
Kentucky,US,02/03/2020,RecoveredCases,0
District of Columbia,US,02/03/2020,RecoveredCases,0
Nevada,US,02/03/2020,RecoveredCases,0
New Hampshire,US,02/03/2020,RecoveredCases,0
Minnesota,US,02/03/2020,RecoveredCases,0
Nebraska,US,02/03/2020,RecoveredCases,0
Ohio,US,02/03/2020,RecoveredCases,0
Rhode Island,US,02/03/2020,RecoveredCases,0
Wisconsin,US,02/03/2020,RecoveredCases,0
Connecticut,US,02/03/2020,RecoveredCases,0
Hawaii,US,02/03/2020,RecoveredCases,0
Oklahoma,US,02/03/2020,RecoveredCases,0
Utah,US,02/03/2020,RecoveredCases,0
Burkina Faso,Burkina Faso,02/03/2020,RecoveredCases,0
Holy See,Holy See,02/03/2020,RecoveredCases,0
Mongolia,Mongolia,02/03/2020,RecoveredCases,0
Panama,Panama,02/03/2020,RecoveredCases,0
Kansas,US,02/03/2020,RecoveredCases,0
Louisiana,US,02/03/2020,RecoveredCases,0
Missouri,US,02/03/2020,RecoveredCases,0
Vermont,US,02/03/2020,RecoveredCases,0
Alaska,US,02/03/2020,RecoveredCases,0
Arkansas,US,02/03/2020,RecoveredCases,0
Delaware,US,02/03/2020,RecoveredCases,0
Idaho,US,02/03/2020,RecoveredCases,0
Maine,US,02/03/2020,RecoveredCases,0
Michigan,US,02/03/2020,RecoveredCases,0
Mississippi,US,02/03/2020,RecoveredCases,0
Montana,US,02/03/2020,RecoveredCases,0
New Mexico,US,02/03/2020,RecoveredCases,0
North Dakota,US,02/03/2020,RecoveredCases,0
South Dakota,US,02/03/2020,RecoveredCases,0
West Virginia,US,02/03/2020,RecoveredCases,0
Wyoming,US,02/03/2020,RecoveredCases,0
Hubei,China,02/03/2020,RecoveredCases,386
Iran,Iran,02/03/2020,RecoveredCases,0
Korea South,Korea South,02/03/2020,RecoveredCases,0
France,France,02/03/2020,RecoveredCases,0
Guangdong,China,02/03/2020,RecoveredCases,21
Henan,China,02/03/2020,RecoveredCases,16
Zhejiang,China,02/03/2020,RecoveredCases,43
Hunan,China,02/03/2020,RecoveredCases,22
Anhui,China,02/03/2020,RecoveredCases,14
Jiangxi,China,02/03/2020,RecoveredCases,18
Shandong,China,02/03/2020,RecoveredCases,7
Diamond Princess,Cruise Ship,02/03/2020,RecoveredCases,0
Jiangsu,China,02/03/2020,RecoveredCases,8
Chongqing,China,02/03/2020,RecoveredCases,9
Sichuan,China,02/03/2020,RecoveredCases,14
Heilongjiang,China,02/03/2020,RecoveredCases,2
Denmark,Denmark,02/03/2020,RecoveredCases,0
Beijing,China,02/03/2020,RecoveredCases,12
Shanghai,China,02/03/2020,RecoveredCases,10
Hebei,China,02/03/2020,RecoveredCases,3
Fujian,China,02/03/2020,RecoveredCases,1
Guangxi,China,02/03/2020,RecoveredCases,7
Shaanxi,China,02/03/2020,RecoveredCases,0
Yunnan,China,02/03/2020,RecoveredCases,5
Hainan,China,02/03/2020,RecoveredCases,4
Guizhou,China,02/03/2020,RecoveredCases,2
Tianjin,China,02/03/2020,RecoveredCases,1
Shanxi,China,02/03/2020,RecoveredCases,2
Gansu,China,02/03/2020,RecoveredCases,3
Hong Kong,China,02/03/2020,RecoveredCases,0
Liaoning,China,02/03/2020,RecoveredCases,1
Jilin,China,02/03/2020,RecoveredCases,1
Czechia,Czechia,02/03/2020,RecoveredCases,0
Xinjiang,China,02/03/2020,RecoveredCases,0
Inner Mongolia,China,02/03/2020,RecoveredCases,1
Ningxia,China,02/03/2020,RecoveredCases,1
Taiwan*,Taiwan*,02/03/2020,RecoveredCases,0
Vietnam,Vietnam,02/03/2020,RecoveredCases,1
Russia,Russia,02/03/2020,RecoveredCases,0
Qinghai,China,02/03/2020,RecoveredCases,0
Macau,China,02/03/2020,RecoveredCases,0
Moldova,Moldova,02/03/2020,RecoveredCases,0
Bolivia,Bolivia,02/03/2020,RecoveredCases,0
Faroe Islands,Denmark,02/03/2020,RecoveredCases,0
St Martin,France,02/03/2020,RecoveredCases,0
Honduras,Honduras,02/03/2020,RecoveredCases,0
Channel Islands,United Kingdom,02/03/2020,RecoveredCases,0
New Brunswick,Canada,02/03/2020,RecoveredCases,0
Tibet,China,02/03/2020,RecoveredCases,0
Congo (Kinshasa),Congo (Kinshasa),02/03/2020,RecoveredCases,0
Cote d'Ivoire,Cote d'Ivoire,02/03/2020,RecoveredCases,0
Saint Barthelemy,France,02/03/2020,RecoveredCases,0
Jamaica,Jamaica,02/03/2020,RecoveredCases,0
Turkey,Turkey,02/03/2020,RecoveredCases,0
Gibraltar,United Kingdom,02/03/2020,RecoveredCases,0
Kitsap WA,US,02/03/2020,RecoveredCases,0
Solano CA,US,02/03/2020,RecoveredCases,0
Santa Cruz CA,US,02/03/2020,RecoveredCases,0
Napa CA,US,02/03/2020,RecoveredCases,0
Ventura CA,US,02/03/2020,RecoveredCases,0
Worcester MA,US,02/03/2020,RecoveredCases,0
Gwinnett GA,US,02/03/2020,RecoveredCases,0
DeKalb GA,US,02/03/2020,RecoveredCases,0
Floyd GA,US,02/03/2020,RecoveredCases,0
Fayette GA,US,02/03/2020,RecoveredCases,0
Gregg TX,US,02/03/2020,RecoveredCases,0
Monmouth NJ,US,02/03/2020,RecoveredCases,0
Burlington NJ,US,02/03/2020,RecoveredCases,0
Camden NJ,US,02/03/2020,RecoveredCases,0
Passaic NJ,US,02/03/2020,RecoveredCases,0
Union NJ,US,02/03/2020,RecoveredCases,0
Eagle CO,US,02/03/2020,RecoveredCases,0
Larimer CO,US,02/03/2020,RecoveredCases,0
Arapahoe CO,US,02/03/2020,RecoveredCases,0
Gunnison CO,US,02/03/2020,RecoveredCases,0
Kane IL,US,02/03/2020,RecoveredCases,0
Monroe PA,US,02/03/2020,RecoveredCases,0
Philadelphia PA,US,02/03/2020,RecoveredCases,0
Norfolk VA,US,02/03/2020,RecoveredCases,0
Arlington VA,US,02/03/2020,RecoveredCases,0
Spotsylvania VA,US,02/03/2020,RecoveredCases,0
Loudoun VA,US,02/03/2020,RecoveredCases,0
Prince George's MD,US,02/03/2020,RecoveredCases,0
Pottawattamie IA,US,02/03/2020,RecoveredCases,0
Camden NC,US,02/03/2020,RecoveredCases,0
Pima AZ,US,02/03/2020,RecoveredCases,0
Noble IN,US,02/03/2020,RecoveredCases,0
Adams IN,US,02/03/2020,RecoveredCases,0
Boone IN,US,02/03/2020,RecoveredCases,0
Dane WI,US,02/03/2020,RecoveredCases,0
Pierce WI,US,02/03/2020,RecoveredCases,0
Cuyahoga OH,US,02/03/2020,RecoveredCases,0
Weber UT,US,02/03/2020,RecoveredCases,0
Bennington County VT,US,02/03/2020,RecoveredCases,0
Carver County MN,US,02/03/2020,RecoveredCases,0
Charlotte County FL,US,02/03/2020,RecoveredCases,0
Cherokee County GA,US,02/03/2020,RecoveredCases,0
Collin County TX,US,02/03/2020,RecoveredCases,0
Jefferson County KY,US,02/03/2020,RecoveredCases,0
Jefferson Parish LA,US,02/03/2020,RecoveredCases,0
Shasta County CA,US,02/03/2020,RecoveredCases,0
Spartanburg County SC,US,02/03/2020,RecoveredCases,0
Harrison County KY,US,02/03/2020,RecoveredCases,0
Johnson County IA,US,02/03/2020,RecoveredCases,0
Berkshire County MA,US,02/03/2020,RecoveredCases,0
Davidson County TN,US,02/03/2020,RecoveredCases,0
Douglas County OR,US,02/03/2020,RecoveredCases,0
Fresno County CA,US,02/03/2020,RecoveredCases,0
Harford County MD,US,02/03/2020,RecoveredCases,0
Hendricks County IN,US,02/03/2020,RecoveredCases,0
Hudson County NJ,US,02/03/2020,RecoveredCases,0
Johnson County KS,US,02/03/2020,RecoveredCases,0
Kittitas County WA,US,02/03/2020,RecoveredCases,0
Manatee County FL,US,02/03/2020,RecoveredCases,0
Marion County OR,US,02/03/2020,RecoveredCases,0
Okaloosa County FL,US,02/03/2020,RecoveredCases,0
Polk County GA,US,02/03/2020,RecoveredCases,0
Riverside County CA,US,02/03/2020,RecoveredCases,0
Shelby County TN,US,02/03/2020,RecoveredCases,0
St. Louis County MO,US,02/03/2020,RecoveredCases,0
Suffolk County NY,US,02/03/2020,RecoveredCases,0
Ulster County NY,US,02/03/2020,RecoveredCases,0
Volusia County FL,US,02/03/2020,RecoveredCases,0
Fairfax County VA,US,02/03/2020,RecoveredCases,0
Rockingham County NH,US,02/03/2020,RecoveredCases,0
Washington D.C.,US,02/03/2020,RecoveredCases,0
Montgomery County PA,US,02/03/2020,RecoveredCases,0
Alameda County CA,US,02/03/2020,RecoveredCases,0
Broward County FL,US,02/03/2020,RecoveredCases,0
Lee County FL,US,02/03/2020,RecoveredCases,0
Pinal County AZ,US,02/03/2020,RecoveredCases,0
Rockland County NY,US,02/03/2020,RecoveredCases,0
Saratoga County NY,US,02/03/2020,RecoveredCases,0
Charleston County SC,US,02/03/2020,RecoveredCases,0
Clark County WA,US,02/03/2020,RecoveredCases,0
Cobb County GA,US,02/03/2020,RecoveredCases,0
Davis County UT,US,02/03/2020,RecoveredCases,0
El Paso County CO,US,02/03/2020,RecoveredCases,0
Honolulu County HI,US,02/03/2020,RecoveredCases,0
Jackson County OR ,US,02/03/2020,RecoveredCases,0
Jefferson County WA,US,02/03/2020,RecoveredCases,0
Kershaw County SC,US,02/03/2020,RecoveredCases,0
Klamath County OR,US,02/03/2020,RecoveredCases,0
Madera County CA,US,02/03/2020,RecoveredCases,0
Pierce County WA,US,02/03/2020,RecoveredCases,0
Tulsa County OK,US,02/03/2020,RecoveredCases,0
Douglas County CO,US,02/03/2020,RecoveredCases,0
Providence County RI,US,02/03/2020,RecoveredCases,0
Chatham County NC,US,02/03/2020,RecoveredCases,0
Delaware County PA,US,02/03/2020,RecoveredCases,0
Douglas County NE,US,02/03/2020,RecoveredCases,0
Fayette County KY,US,02/03/2020,RecoveredCases,0
Marion County IN,US,02/03/2020,RecoveredCases,0
Middlesex County MA,US,02/03/2020,RecoveredCases,0
Nassau County NY,US,02/03/2020,RecoveredCases,0
Ramsey County MN,US,02/03/2020,RecoveredCases,0
Washoe County NV,US,02/03/2020,RecoveredCases,0
Wayne County PA,US,02/03/2020,RecoveredCases,0
Yolo County CA,US,02/03/2020,RecoveredCases,0
Santa Clara County CA,US,02/03/2020,RecoveredCases,0
Clark County NV,US,02/03/2020,RecoveredCases,0
Fort Bend County TX,US,02/03/2020,RecoveredCases,0
Grant County WA,US,02/03/2020,RecoveredCases,0
Santa Rosa County FL,US,02/03/2020,RecoveredCases,0
Williamson County TN,US,02/03/2020,RecoveredCases,0
New York County NY,US,02/03/2020,RecoveredCases,0
Montgomery County MD,US,02/03/2020,RecoveredCases,0
Suffolk County MA,US,02/03/2020,RecoveredCases,0
Denver County CO,US,02/03/2020,RecoveredCases,0
Summit County CO,US,02/03/2020,RecoveredCases,0
Bergen County NJ,US,02/03/2020,RecoveredCases,0
Harris County TX,US,02/03/2020,RecoveredCases,0
San Francisco County CA,US,02/03/2020,RecoveredCases,0
Contra Costa County CA,US,02/03/2020,RecoveredCases,0
Orange County CA,US,02/03/2020,RecoveredCases,0
Norfolk County MA,US,02/03/2020,RecoveredCases,0
Maricopa County AZ,US,02/03/2020,RecoveredCases,0
Wake County NC,US,02/03/2020,RecoveredCases,0
Westchester County NY,US,02/03/2020,RecoveredCases,0
Grafton County NH,US,02/03/2020,RecoveredCases,0
Hillsborough FL,US,02/03/2020,RecoveredCases,0
Placer County CA,US,02/03/2020,RecoveredCases,0
San Mateo CA,US,02/03/2020,RecoveredCases,0
Sonoma County CA,US,02/03/2020,RecoveredCases,0
Umatilla OR,US,02/03/2020,RecoveredCases,0
Fulton County GA,US,02/03/2020,RecoveredCases,0
Washington County OR,US,02/03/2020,RecoveredCases,0
Snohomish County WA,US,02/03/2020,RecoveredCases,0
Humboldt County CA,US,02/03/2020,RecoveredCases,0
Sacramento County CA,US,02/03/2020,RecoveredCases,0
San Diego County CA,US,02/03/2020,RecoveredCases,0
San Benito CA,US,02/03/2020,RecoveredCases,0
Los Angeles CA,US,02/03/2020,RecoveredCases,0
King County WA,US,02/03/2020,RecoveredCases,0
Cook County IL,US,02/03/2020,RecoveredCases,0
Skagit WA,US,02/03/2020,RecoveredCases,0
Thurston WA,US,02/03/2020,RecoveredCases,0
Island WA,US,02/03/2020,RecoveredCases,0
Whatcom WA,US,02/03/2020,RecoveredCases,0
Marin CA,US,02/03/2020,RecoveredCases,0
Calaveras CA,US,02/03/2020,RecoveredCases,0
Stanislaus CA,US,02/03/2020,RecoveredCases,0
San Joaquin CA,US,02/03/2020,RecoveredCases,0
Essex MA,US,02/03/2020,RecoveredCases,0
Charlton GA,US,02/03/2020,RecoveredCases,0
Collier FL,US,02/03/2020,RecoveredCases,0
Pinellas FL,US,02/03/2020,RecoveredCases,0
Alachua FL,US,02/03/2020,RecoveredCases,0
Nassau FL,US,02/03/2020,RecoveredCases,0
Pasco FL,US,02/03/2020,RecoveredCases,0
Dallas TX,US,02/03/2020,RecoveredCases,0
